metadata,timesteps,grid_buying_price_units,grid_buying_price_values,gen_PV_units,gen_PV_values,e_bat_capacity_units,e_bat_capacity_values,e_bat_SOC_ini,e_bat_SOC_min,e_bat_SOC_max,e_bat_charging_power_units,e_bat_charging_power_values,electrolyzer_max_power_units,electrolyzer_max_power_values,electrolyzer_performance_units,electrolyzer_performance_values,H2_demand_units,H2_demand_values,H2_storage_SOC_capacity_units,H2_storage_SOC_capacity_values,H2_storage_SOC_ini,H2_storage_SOC_min,H2_storage_SOC_max,labels,prediction_label_min2,prediction_label_max2,estimated_labels,min_energy_MINLP,is_valid_MINLP,min_energy_uniform_annealer,is_valid_uniform_annealer,min_energy,is_valid
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[181.87375072585132, 143.49329228773888]",MW,"[15.590722919209037, 12.158870574767791]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1087583100.0,845984960.0,"[1087583100.0, 500000000, 845984960.0, 100000000]",-4231110106.68111,False,-4231110106.6811104,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[133.9766232590754, 151.3529430785838]",MW,"[13.914129341559368, 11.234025228169452]",MWh,"[5.0, 5.0]",0.6,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1094562800.0,854309000.0,"[1094562800.0, 500000000, 854309000.0, 100000000]",-3448887829.4388885,False,-3688888182.5888886,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[127.90711370931656, 158.64369354070988]",MW,"[17.008507348660338, 9.69609106841538]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1096410900.0,856826560.0,"[1096410900.0, 500000000, 856826560.0, 100000000]",-4231110000.6311097,False,-4231110000.63111,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[138.47919331319378, 134.32042791642698]",MW,"[16.772370293235568, 7.101422476495818]",MWh,"[5.0, 5.0]",0.7999999999999999,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1093868300.0,853798800.0,"[1093868300.0, 500000000, 853798800.0, 100000000]",-1439999686.5866666,False,-2728887948.6488886,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[174.4260556363648, 110.8218764343468]",MW,"[22.104672245158845, 7.75151246526887]",MWh,"[5.0, 5.0]",0.6,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1096028800.0,855207300.0,"[1096028800.0, 500000000, 855207300.0, 100000000]",-3448888113.1488886,False,-3688888371.728889,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[182.10087575269392, 117.53557473510342]",MW,"[15.863879249690159, 12.136966424978471]",MWh,"[5.0, 5.0]",0.6,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1094609800.0,855979500.0,"[1094609800.0, 500000000, 855979500.0, 100000000]",-3448888066.108889,False,-3688888340.368889,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[131.57348538447002, 115.92024371744783]",MW,"[21.608047356722967, 11.435499083273331]",MWh,"[5.0, 5.0]",0.7,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1093794200.0,854324160.0,"[1093794200.0, 500000000, 854324160.0, 100000000]",-2871110840.631111,False,-3182221681.262223,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[149.65040784343955, 115.25636784278628]",MW,"[16.598147827681228, 9.696334947509284]",MWh,"[5.0, 5.0]",0.7999999999999999,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095486000.0,855640400.0,"[1095486000.0, 500000000, 855640400.0, 100000000]",-2195555286.615556,False,-2728888082.0688887,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[141.18187268954944, 139.4079059785677]",MW,"[18.662271250435438, 12.349906554761015]",MWh,"[5.0, 5.0]",0.7,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1093977900.0,854402940.0,"[1093977900.0, 500000000, 854402940.0, 100000000]",-2871110785.821111,False,-3182221571.642222,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[175.67478158653836, 142.9396038212683]",MW,"[15.259112025818556, 8.553317955688913]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[2.4000000000000004, 2.4000000000000004]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1094176800.0,853434750.0,"[1094176800.0, 500000000, 853434750.0, 100000000]",-1023999771.2959998,False,-2154310424.99911,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[128.29010650602393, 124.8626560246058]",MW,"[19.541300170069135, 12.239812323535288]",MWh,"[5.0, 5.0]",0.7999999999999999,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095118000.0,854688640.0,"[1095118000.0, 500000000, 854688640.0, 100000000]",-1928888597.5488887,False,-2728888014.868889,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[174.3312634289961, 144.43383607162534]",MW,"[14.441845669802403, 10.718757224306257]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.8000000000000016, 3.8000000000000016]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095773600.0,856210370.0,"[1095773600.0, 500000000, 856210370.0, 100000000]",-4007110745.2217774,False,-4931910013.44311,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[123.20842989174015, 130.5246327288091]",MW,"[11.69700448486727, 7.5193433363376725]",MWh,"[5.0, 5.0]",0.6,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095600400.0,855777340.0,"[1095600400.0, 500000000, 855777340.0, 100000000]",-3671110197.471111,False,-3688888279.795556,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[137.09724286239754, 106.55341177452404]",MW,"[11.327960363102761, 11.463862943726593]",MWh,"[5.0, 5.0]",0.7999999999999999,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1096675300.0,857128960.0,"[1096675300.0, 500000000, 857128960.0, 100000000]",-2195555306.9388885,False,-2728888143.038889,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[178.07067455501527, 152.51239140187556]",MW,"[21.0326190259067, 8.36754261827681]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1060000000.0, 100000000.0, 820000000.0]",1091684100.0,853025300.0,"[1091684100.0, 500000000, 853025300.0, 100000000]",-4231110043.5411096,False,-4231110043.54111,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[147.15985898512804, 131.318653598282]",MW,"[18.435618832349537, 11.465180397163556]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[2.2, 2.2]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095861600.0,853009540.0,"[1095861600.0, 500000000, 853009540.0, 100000000]",,,-1859910533.3031125,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[166.43435721310368, 117.73150098800012]",MW,"[21.7983191824465, 11.215768343127984]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[2.8000000000000007, 2.8000000000000007]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1094120000.0,855397250.0,"[1094120000.0, 500000000, 855397250.0, 100000000]",-2819910451.823111,False,-2819910451.823111,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[173.16608551661346, 134.49493704341583]",MW,"[11.697890070681513, 9.706541539737685]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[2.6000000000000005, 2.6000000000000005]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1093445800.0,854131650.0,"[1093445800.0, 500000000, 854131650.0, 100000000]",-2215110877.995111,False,-2474310411.7631106,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[160.88755014189994, 106.90039320909412]",MW,"[21.471631822917452, 7.651468687416193]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1040000000.0, 100000000.0, 800000000.0]",1096979000.0,857236000.0,"[1096979000.0, 500000000, 857236000.0, 100000000]",-4231110362.81111,False,-4231110362.811111,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[152.62634110477364, 111.71319867833147]",MW,"[12.17392859057315, 8.486214712933934]",MWh,"[5.0, 5.0]",0.6,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1092317000.0,852255940.0,"[1092317000.0, 500000000, 852255940.0, 100000000]",,False,-3688888367.5755553,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[127.20047378471483, 118.31960988977055]",MW,"[15.687355979013228, 13.50417327328302]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[4.8000000000000025, 4.8000000000000025]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1079378300.0,836785000.0,"[1079378300.0, 500000000, 836785000.0, 100000000]",-3762169371.127742,True,-7683909975.239105,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[175.01314582622206, 137.05709332945577]",MW,"[18.643581123719414, 10.791517569798817]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095424900.0,856017900.0,"[1095424900.0, 500000000, 856017900.0, 100000000]",-4231110151.6911097,False,-4231110151.691111,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[129.82296258156512, 146.05384512294447]",MW,"[18.02789203665122, 12.604332991489322]",MWh,"[5.0, 5.0]",0.7,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1094653000.0,854505200.0,"[1094653000.0, 500000000, 854505200.0, 100000000]",,False,-3182221540.655556,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[153.9111199127216, 145.59787531091843]",MW,"[16.132422620686384, 8.579167155239261]",MWh,"[5.0, 5.0]",0.6,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095166600.0,855493000.0,"[1095166600.0, 500000000, 855493000.0, 100000000]",,False,-3688888209.422223,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[170.3691283145368, 150.14605467596292]",MW,"[13.409102079910573, 12.538720739124983]",MWh,"[5.0, 5.0]",0.7,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095063700.0,855152960.0,"[1095063700.0, 500000000, 855152960.0, 100000000]",-2871110760.761112,False,-3182221521.522223,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[124.62459042407313, 140.0659983332569]",MW,"[14.378975874072752, 8.704311149353883]",MWh,"[5.0, 5.0]",0.7999999999999999,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1094833300.0,854950100.0,"[1094833300.0, 500000000, 854950100.0, 100000000]",-1928888562.058889,False,-2728887908.3988886,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[129.1443834784311, 106.95125691462759]",MW,"[17.101030498784905, 13.82155200322713]",MWh,"[5.0, 5.0]",0.7999999999999999,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095434600.0,855334000.0,"[1095434600.0, 500000000, 855334000.0, 100000000]",-2195555306.005555,False,-2728888140.2388887,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[164.35557973029202, 112.69593992893336]",MW,"[21.98551953276107, 13.675673220369134]",MWh,"[5.0, 5.0]",0.6,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1092168600.0,847232500.0,"[1092168600.0, 500000000, 847232500.0, 100000000]",,False,-3688888362.955555,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[144.52988690309792, 106.95502750761769]",MW,"[14.710420486619762, 11.317054385453936]",MWh,"[5.0, 5.0]",0.7,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095557100.0,855145660.0,"[1095557100.0, 500000000, 855145660.0, 100000000]",-2871110861.537778,False,-3182221723.0755563,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[128.99535252491867, 133.61256715792442]",MW,"[17.55670377101322, 12.70551290364083]",MWh,"[5.0, 5.0]",0.6,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1094846100.0,855479200.0,"[1094846100.0, 500000000, 855479200.0, 100000000]",-3448887953.618889,False,-3688888265.375556,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[123.97707003400957, 144.43896248093014]",MW,"[12.2441935308801, 11.081827096997747]",MWh,"[5.0, 5.0]",0.7,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1092956700.0,853841860.0,"[1092956700.0, 500000000, 853841860.0, 100000000]",-2871110774.0844445,False,-3182221548.1688886,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[139.85149798710137, 129.9523841092245]",MW,"[11.135049727035716, 10.34920582852717]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.000000000000001, 3.000000000000001]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095267100.0,851779140.0,"[1095267100.0, 500000000, 851779140.0, 100000000]",-1599999740.1,False,-3191110331.411111,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[169.2455340867212, 124.0487225385504]",MW,"[18.219831297151348, 12.12908878394246]",MWh,"[5.0, 5.0]",0.7,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1094637000.0,855412800.0,"[1094637000.0, 500000000, 855412800.0, 100000000]",-2871110821.661111,False,-3182221643.322222,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[178.20296096544658, 121.3402552964648]",MW,"[12.321154363914886, 9.362736435917693]",MWh,"[5.0, 5.0]",0.7,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1094599600.0,853815300.0,"[1094599600.0, 500000000, 853815300.0, 100000000]",-2871110827.9844446,False,-3182221655.9688897,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[145.90981840916552, 107.72963609663205]",MW,"[19.914149979571388, 13.637963547175]",MWh,"[5.0, 5.0]",0.6,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1094176300.0,854177540.0,"[1094176300.0, 500000000, 854177540.0, 100000000]",,False,-3688888386.148889,False,,
